id,year,month,day,timestamp,event_validity,cause_code,focal_depth,primary_magnitude,country,state,location_name,latitude,longitude,region_code,maximum_water_height,abe,iida,soloviev,warning_status,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,houses_destroyed,houses_destroyed_description,houses_damaged,houses_damaged_description,total_deaths,total_deaths_description,total_missing,total_missing_description,total_injuries,total_injuries_description,total_damage_in_millions_dollars,total_damage_description,total_houses_destroyed,total_houses_destroyed_description,total_houses_damaged,total_houses_damaged_description
1847,1954,11,18,1954-11-18 20:44:55,4,1,30,6.1,JAPAN,,"MIYAGI, JAPAN",38.9,142.2,85,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
1855,1956,3,5,1956-03-05 23:29:00,4,1,20,6.3,JAPAN,,NE. HOKKAIDO ISLAND,44.3,144.1,85,0.4,,-1.3,-2,,,,,,,,,,,,,,,,,,,,,,,,,
1863,1956,8,12,1956-08-12 16:59:37,-1,1,50,6.5,JAPAN,,IZU PENINSULA,33.8,138.8,85,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,
1886,1959,1,22,1959-01-22 05:10:00,4,1,40,6.8,JAPAN,,SANRIKU,37.5,142.2,85,0.8,,-0.3,-2,,,,,,,,,,,,,,,,,,,,,,,,,
1893,1959,10,26,1959-10-26 07:35:00,4,1,10,6.7,JAPAN,,SANRIKU,37.5,143.2,85,0.11,,-3.3,-4,,,,,,,,,,,,,,,,,,,,,,,,,
1899,1960,3,23,1960-03-23 00:23:00,4,1,20,6.7,JAPAN,,SANRIKU,39.4,143.7,85,0.75,,-1,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,
1905,1960,7,29,1960-07-29 17:31:45,4,1,30,6.7,JAPAN,,SANRIKU,40.3,142.5,85,0.3,,-1,-3,,,,,,,,,,,,,,,,,,,,,,,,,
1910,1961,1,16,1961-01-16 07:20:00,4,1,40,6.8,JAPAN,,"KASHIMA, JAPAN",36,142.3,85,0.4,,-1.3,-2,,,,,,,,,,,,,,,,,,,,,,,,,
1911,1961,1,16,1961-01-16 11:19:00,4,1,20,6.4,JAPAN,,"KASHIMA, JAPAN",36,141.9,85,0.4,,-1.3,-2,,,,,,,,,,,,,,,,,,,,,,,,,
1912,1961,1,16,1961-01-16 12:12:00,4,1,20,6.5,JAPAN,,"KASHIMA, JAPAN",36.2,141.9,85,0.4,,-1.3,-2,,,,,,,,,,,,,,,,,,,,,,,,,
1920,1961,7,18,1961-07-18 14:04:00,4,1,60,6.6,JAPAN,,RYUKYU ISLANDS,29.6,131.8,85,0.2,,-2.3,-3,,,,,,,,,,,,,,,,,,,,,,,,,
1924,1961,8,11,1961-08-11 15:51:00,4,1,80,7,JAPAN,,SE. HOKKAIDO ISLAND,42.9,145.6,85,0.1,,-3.3,-4,,,,,,,,,,,,,,,,,,,,,,,,,
1927,1961,11,15,1961-11-15 07:17:00,4,1,60,6.9,JAPAN,,SE. HOKKAIDO ISLAND,42.7,145.7,85,0.1,,-3.3,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,
1929,1962,4,12,1962-04-12 00:52:43,4,1,25,7.2,JAPAN,,SANRIKU,38.073,142.741,85,1,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,
1930,1962,4,23,1962-04-23 05:58:00,4,1,60,7,JAPAN,,SE. HOKKAIDO ISLAND,42.2,143.9,85,0.1,,-3.3,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,
1933,1962,5,21,1962-05-21 12:21:00,2,1,60,5.7,JAPAN,,OFF COAST OF HONSHU ISLAND,41.8,142.4,85,0.1,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,
5422,1964,5,7,1964-05-07 20:13:00,3,1,,6.6,JAPAN,,NW. HONSHU ISLAND,40.4,139,85,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,
1962,1964,12,10,1964-12-10 15:11:07,4,1,40,6.3,JAPAN,,NW. HONSHU ISLAND,40.4,138.9,85,0.1,,-3.3,-3,,,,,,,,,,,,,,,,,,,,,,,,,
5505,1965,4,19,1965-04-19 23:42:00,-1,1,36,6,JAPAN,,AICHI PREFECTURE,34.9,139,85,0.1,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,
2438,1968,5,16,1968-05-16 10:39:01,4,1,33,7.5,JAPAN,,OFF COAST OF HONSHU ISLAND,41.5,142.7,85,0.58,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1968,6,12,1968-06-12 13:41:50,4,1,44,7.2,JAPAN,,SANRIKU,39.4,143.1,85,0.95,,1.6,0,,,,,,,,,,,,,,,,,,,,,,,,,
2004,1968,8,5,1968-08-05 07:17:00,1,1,10,6.5,JAPAN,,SEIKAIDO-NANKAIDO,33.3,132.2,85,0.03,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1969,4,21,1969-04-21 07:19:00,4,1,41,6.5,JAPAN,,RYUKYU ISLANDS,32.2,132.1,85,0.1,,-2.3,-3,,,,,,,,,,,,,,,,,,,,,,,,,
2046,1972,2,29,1972-02-29 09:22:59,4,1,56,7.4,JAPAN,,EAST OFF HACHIJO ISLAND,33.3,140.8,85,0.42,,-1.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
2053,1972,9,6,1972-09-06 11:42:23,-1,1,15,5.2,JAPAN,,JAPAN,32.9,130.3,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,1979,2,20,1979-02-20 06:32:32,4,1,10,6.4,JAPAN,,"IWATE, JAPAN",40.232,143.703,85,0.12,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
5732,1979,3,31,1979-03-31 00:00:00,3,9,,,JAPAN,,"NAGASAKI, JAPAN",,,85,4.8,,,,,3,1,,,,,,,,,,,3,1,,,,,,,,,,
2126,1981,1,18,1981-01-18 18:17:24,4,1,,6.9,JAPAN,,E. HONSHU ISLAND,38.64,142.75,85,0.37,,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,1982,7,23,1982-07-23 14:23:53,4,1,37,7.2,JAPAN,,"IBARAKI, JAPAN",36.194,141.702,85,0.4,,-1.3,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2139,1982,12,28,1982-12-28 06:37:42,4,1,22,6.4,JAPAN,,S. OF HONSHU ISLAND,33.826,139.434,85,0.19,,-1.3,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2144,1983,6,9,1983-06-09 12:49:03,4,1,26,5.9,JAPAN,,"NOSHIRO, JAPAN",40.249,138.948,85,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,1984,6,13,1984-06-13 02:29:25,4,1,41,5.5,JAPAN,,"TORI SHIMA, OKINAWA",31.448,140.036,85,0.5,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,1984,8,6,1984-08-06 19:06:38,4,1,46,7,JAPAN,,"KYUSHU, JAPAN",32.386,131.945,85,0.2,,-2.3,,,,,,,,,,,,,,,,,,,9,1,,,,,,
2156,1984,9,18,1984-09-18 17:02:44,4,1,48,6.9,JAPAN,,HONSHU ISLAND,34.006,141.5,85,0.13,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,1987,2,6,1987-02-06 13:16:17,4,1,48,6.7,JAPAN,,E. HONSHU ISLAND,36.988,141.689,85,0.1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,1987,3,24,1987-03-24 12:49:47,4,1,23,5.1,JAPAN,,HONSHU ISLAND,37.447,137.865,85,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2189,1989,10,29,1989-10-29 05:25:38,4,1,10,6.5,JAPAN,,N. HONSHU ISLAND,39.571,143.333,85,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,1989,11,1,1989-11-01 18:25:34,3,1,29,7.4,JAPAN,,JAPAN,39.837,142.76,85,0.9,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2191,1990,2,20,1990-02-20 06:53:39,4,1,14,6.4,JAPAN,,JAPAN,34.706,139.252,85,0.16,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,1990,9,23,1990-09-23 21:13:07,4,1,10,6.5,JAPAN,,"W. OF BONIN ISLANDS, IZU IS., JAPAN",33.267,138.643,85,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211,1992,7,18,1992-07-18 08:36:58,4,1,29,7,JAPAN,,HONSHU ISLAND,39.419,143.33,85,0.3,,-2.3,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
5427,1992,8,11,1992-08-11 15:14:55,1,1,16,6.3,JAPAN,,HONSHU,32.536,141.641,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,1993,2,7,1993-02-07 13:27:42,4,1,11,6.3,JAPAN,,HONSHU ISLAND,37.634,137.245,85,0.5,,-1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
2220,1993,8,7,1993-08-07 19:42:41,4,1,13,6.3,JAPAN,,JAPAN,41.985,139.839,85,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,1994,4,8,1994-04-08 01:10:40,4,1,13,6.4,JAPAN,,HOKKAIDO ISLAND,40.608,143.683,85,0.11,,-2.3,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,
2254,1995,10,19,1995-10-19 02:41:36,4,3,20,6.8,JAPAN,,RYUKYU ISLANDS,28.094,130.148,85,1.5,,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
2265,1996,9,4,1996-09-04 18:16:01,4,1,33,5.7,JAPAN,,HONSHU ISLAND,31.555,139.931,85,0.3,,-2.3,-2,,,,,,,,,,,,,,,,,,,,,,,,,
2267,1996,10,18,1996-10-18 10:50:20,4,1,10,6.6,JAPAN,,KYUSHU ISLAND,30.568,131.093,85,0.2,,-2.3,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,
2270,1996,12,2,1996-12-02 22:17:59,4,1,49,6.7,JAPAN,,SEA OF JAPAN,31.789,131.314,85,0.2,,-2.3,-2,,,,,,,,,,,,,,,,,,,,,,,,,
3034,1997,9,30,1997-09-30 06:27:24,4,1,10,6.2,JAPAN,,S. OF HONSHU ISLAND,31.959,141.878,85,0.03,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
5742,1998,5,30,1998-05-30 18:18:15,4,1,33,6.2,JAPAN,,SANRIKU,39.027,143.441,85,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,2002,3,26,2002-03-26 03:45:48,3,1,33,6.4,JAPAN,,JAPAN,23.346,124.09,85,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,2003,10,31,2003-10-31 01:06:28,4,1,10,7,JAPAN,,E. HONSHU ISLAND,37.812,142.619,85,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466,2005,1,19,2005-01-19 06:11:36,4,1,28,6.6,JAPAN,,E. HONSHU ISLAND,34.064,141.491,85,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,2005,11,14,2005-11-14 21:38:51,4,1,11,7,JAPAN,,E. COAST HONSHU ISLAND,38.107,144.896,85,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5795,2006,1,1,2006-01-01 07:11:57,3,1,10,5.6,JAPAN,,S. OF HONSHU ISLAND,31.394,140.131,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558,2008,7,19,2008-07-19 02:39:28,4,1,22,6.9,JAPAN,,OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,85,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4782,2010,2,26,2010-02-26 20:31:26,3,1,25,7,JAPAN,,RYUKYU ISLANDS,25.93,128.425,85,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5402,2010,12,21,2010-12-21 17:19:40,4,1,14,7.4,JAPAN,,BONIN ISLANDS,26.901,143.698,85,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5412,2011,3,9,2011-03-09 02:45:20,4,1,32,7.5,JAPAN,,HONSHU ISLAND,38.435,142.842,85,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5431,2011,7,10,2011-07-10 00:57:10,4,1,23,7,JAPAN,,OFF EAST COAST OF HONSHU ISLAND,38.034,143.264,85,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5446,2012,3,14,2012-03-14 09:08:35,4,1,12,6.9,JAPAN,,HOKKAIDO ISLAND,40.887,144.944,85,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5469,2012,12,7,2012-12-07 08:18:23,4,1,31,7.2,JAPAN,,OFF EAST COAST OF HONSHU ISLAND,37.89,143.949,85,1,,,,3,,,,,,,,,,,,,,,,,11,1,,,,,,
5533,2013,10,25,2013-10-25 17:10:00,4,1,10,7.1,JAPAN,,E. COAST HONSHU ISLAND,37.2,144.6,85,0.4,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
5574,2014,7,11,2014-07-11 19:23:22,4,1,20,6.5,JAPAN,,SANRIKU,37.005,142.453,85,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5580,2015,2,16,2015-02-16 23:06:27,4,1,23,6.7,JAPAN,,HONSHU,39.856,142.881,85,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5584,2015,5,2,2015-05-02 16:51:39,3,1,10,5.7,JAPAN,,S. OF HONSHU ISLAND,31.529,140.213,85,0.6,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
5593,2015,11,13,2015-11-13 20:51:03,4,1,12,6.7,JAPAN,,JAPAN,31.001,128.873,85,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5741,2016,8,20,2016-08-20 09:01:26,4,1,10,6,JAPAN,,SANRIKU,40.394,143.68,85,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5796,2018,5,6,2018-05-06 06:03:59,4,1,10,5.4,JAPAN,,S. OF HONSHU ISLAND,31.444,140.193,85,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3620,1930,11,5,1930-11-05 00:00:00,3,1,,,KENYA,,MOMBASA,-4.05,39.667,60,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5362,1936,2,25,1936-02-25 00:00:00,1,0,,,NAURU,,"NAURU, OCEAN ISLAND",-0.5,166.9,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,1906,11,28,1906-11-28 00:00:00,2,6,,,SAMOA,,MATAVANU VOLCANO,-13.612,-172.525,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,1907,6,8,1907-06-08 00:00:00,2,6,,,SAMOA,,MATAVANU VOLCANO,-13.612,-172.525,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,1907,6,19,1907-06-19 00:00:00,2,6,,,SAMOA,,MATAVANU VOLCANO,-13.612,-172.525,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,1907,6,27,1907-06-27 00:00:00,2,6,,,SAMOA,,MATAVANU VOLCANO,-13.612,-172.525,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,1907,7,9,1907-07-09 00:00:00,2,6,,,SAMOA,,MATAVANU VOLCANO,-13.612,-172.525,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,1907,7,25,1907-07-25 00:00:00,2,6,,,SAMOA,,MATAVANU VOLCANO,-13.612,-172.525,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,1975,12,26,1975-12-26 15:56:38,4,1,33,7.8,SAMOA,,SAMOA ISLANDS,-16.265,-172.467,81,0.38,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,1995,4,7,1995-04-07 22:06:56,4,1,21,7.4,SAMOA,,SAMOA ISLANDS,-15.199,-173.529,81,0.09,,-1.7,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,
2972,2006,9,28,2006-09-28 06:22:09,4,1,28,6.9,SAMOA,,SAMOA ISLANDS,-16.592,-172.033,81,0.08,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
4279,1680,10,9,1680-10-09 07:00:00,4,1,,,SPAIN,,ALBORAN SEA,36.5,-3.6,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3152,1721,3,24,1721-03-24 00:00:00,1,1,,,SPAIN,,BALEARIC ISLANDS,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,1756,1,31,1756-01-31 00:00:00,1,0,,,SPAIN,,BALEARES,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441,1860,1,6,1860-01-06 00:00:00,2,1,,,SPAIN,,SEA OF ALBORAN,,,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3619,1930,2,16,1930-02-16 00:00:00,2,1,,,SPAIN,,OFF SOUTHERN COAST,36,-3,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,1941,7,7,1941-07-07 00:00:00,3,8,,,SPAIN,,"TENERIFE, CANARY ISLANDS",28.48,-16.25,73,6,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,
4277,1978,8,14,1978-08-14 14:17:50,4,1,30,4.4,SPAIN,,CADIZ,36.37,-6.98,73,0.12,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5785,2020,11,14,2020-11-14 15:00:00,4,8,,,SPAIN,,"VALLE GRAN REY, LA GOMERA ISLAND",28.08,-17.325,73,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,991,4,5,0991-04-05 00:00:00,1,1,,,SYRIA,,SYRIAN COASTS,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,1402,,,,2,1,,,SYRIA,,SYRIA,35,37,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1752,7,21,1752-07-21 00:00:00,2,1,,7,SYRIA,,LATAKIA,,,50,,,,3,,,,,,,,,,,,,,20000,4,,,,,,,,,,
811,1853,12,24,1853-12-24 00:00:00,1,1,,,TONGA,,TONGATAPU ISLAND,-21.167,-175.167,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,1881,11,24,1881-11-24 00:00:00,1,1,,,TONGA,,ISLAND OF TONGATAPU,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5612,1889,3,8,1889-03-08 00:00:00,2,0,,,TONGA,,TONGA,,,81,11,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
5608,1892,8,30,1892-08-30 00:00:00,3,6,,,TONGA,,TOFUA,-19.75,-175.07,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,1907,7,,,2,6,,,TONGA,,TONGA ISLANDS,-21.38,-175.65,81,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1464,1919,1,1,1919-01-01 02:59:57,1,1,180,8.3,TONGA,,TONGA ISLANDS,-19.6,-176.6,81,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,1919,4,29,1919-04-29 00:00:00,-1,1,33,,TONGA,,TONGA ISLANDS,-19,-172.6,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,1919,4,30,1919-04-30 07:17:17,4,1,25,8.1,TONGA,,TONGA ISLANDS,-18.352,-172.515,81,2.5,,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1601,1928,5,18,1928-05-18 00:00:00,2,1,,,TONGA,,LIFUKA ISLAND,-19.83,-174.36,81,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1784,1948,9,8,1948-09-08 15:09:00,4,1,33,7.8,TONGA,,TONGA TRENCH,-21,-174,81,2,,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1963,12,18,1963-12-18 00:30:00,2,1,46,7.2,TONGA,,TONGA TRENCH,-24.8,-176.6,81,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
2095,1977,10,10,1977-10-10 11:53:53,2,1,33,7.2,TONGA,,TONGA TRENCH,-25.856,-175.406,81,0.03,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,
2137,1982,12,19,1982-12-19 17:43:54,4,1,33,7.5,TONGA,,KERMADEC ISLANDS,-24.133,-175.864,81,0.2,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,1987,10,6,1987-10-06 04:19:06,4,1,16,7.3,TONGA,,TONGA ISLANDS,-17.94,-172.225,81,0.25,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,1997,10,14,1997-10-14 09:53:18,4,1,167,7.7,TONGA,,TONGA ISLANDS,-22.1,-176.77,81,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,2009,3,19,2009-03-19 18:17:40,4,1,34,7.6,TONGA,,TONGA,-23.046,-174.659,81,0.15,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
510,1774,9,,,-1,9,,,CANADA,NL,NEWFOUNDLAND,,,75,,,2.8,,,300,3,,,,,,,,,,,300,3,,,,,,,,,,
4313,1842,11,1,1842-11-01 00:00:00,2,1,,,CANADA,,ST. LAWRENCE,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,1848,9,24,1848-09-24 00:00:00,3,8,,,CANADA,NL,"FISHING SHIPS HARBOUR, NEWFOUNDLAND",52.616,-55.766,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,1863,,,,1,0,,,CANADA,NL,NEWFOUNDLAND,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,1864,6,27,1864-06-27 22:30:00,3,1,,,CANADA,NL,"SW AVALON PENINSULA, NEWFOUNDLAND",46.5,-53.7,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5653,1903,10,20,1903-10-20 00:00:00,3,0,,,CANADA,,"BLACKLEAD ISLAND, CUMBERLAND SOUND",64.98,-66.2,72,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
3531,1908,9,11,1908-09-11 00:00:00,2,0,,,CANADA,QC,GULF OF SAINT LAWRENCE,48.958,-62.133,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532,1914,5,,,2,0,,,CANADA,NS,GULF OF SAINT LAWRENCE,48.958,-62.133,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,1917,12,6,1917-12-06 13:04:00,4,10,,,CANADA,NS,"HALIFAX, NOVA SCOTIA",44.633,-63.583,75,7,,,,,,2,,,,,,,,,,,2000,4,,,9000,4,,,,,,
1591,1928,2,9,1928-02-09 00:00:00,2,1,33,5.8,CANADA,BC,BRITISH COLUMBIA,49,-125,88,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1590,1928,,,,1,0,,,CANADA,NL,"CURLING, NEWFOUNDLAND",48.967,-58,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,1938,3,22,1938-03-22 15:22:00,-1,1,16,6.3,CANADA,BC,BRITISH COLUMBIA,52.2,-131.9,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,1949,8,22,1949-08-22 04:01:00,4,3,25,8.1,CANADA,BC,BRITISH COLUMBIA,53.6,-133.3,88,0.61,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
5568,1974,10,17,1974-10-17 19:05:00,4,8,,,CANADA,BC,"KITIMAT INLET, BRITISH COLOMBIA",54,-128.7,88,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5609,2001,10,12,2001-10-12 05:02:34,4,1,20,6.1,CANADA,BC,QUEEN CHARLOTTE ISLANDS,52.63,-132.2,88,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,2004,11,2,2004-11-02 10:02:12,4,1,10,6.6,CANADA,BC,VANCOUVER ISLAND,49.277,-128.772,88,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5611,2005,12,9,2005-12-09 01:57:00,4,9,,,CANADA,BC,BRITISH COLUMBIA,,,88,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5467,2012,10,28,2012-10-28 03:04:08,4,1,14,7.7,CANADA,BC,BRITISH COLUMBIA,52.788,-132.101,88,12.98,,,,2,1,1,,,,,,,,,,,1,1,,,,,,,,,,
34,342,,,,-1,1,,,CYPRUS,,CYPRUS ISLAND,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1222,5,,,3,1,,6.6,CYPRUS,,CYPRUS ISLAND,34.5,33,50,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
3191,1775,10,22,1775-10-22 00:00:00,1,1,,,FRANCE,,ISLAND OF CORSICA,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,1798,12,17,1798-12-17 00:00:00,2,2,,,FRANCE,,FRANCE: AIGEUS-MORTES,43.566,4.183,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3538,1812,6,23,1812-06-23 00:00:00,2,2,,,FRANCE,,MARSEILLES,43.3,5.366,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437,1854,2,29,,1,0,,,FRANCE,,LIGURIAN SEA,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3378,1855,5,18,1855-05-18 14:00:00,2,0,,,FRANCE,,LIGURIAN SEA  - NICE,,,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3443,1862,3,18,1862-03-18 00:00:00,2,1,,,FRANCE,,LIGURIAN SEA,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5414,1871,9,7,1871-09-07 00:00:00,1,0,,,FRANCE,,NORTHERN FRANCE: ILLE-ET-VILAINE,48.7,-2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3461,1885,1,16,1885-01-16 08:00:00,3,0,,,FRANCE,,LIGURIAN SEA,,,50,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
3469,-480,9,29,,1,1,,,GREECE,,SARONIC GULF,37.9,23.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,-479,,,,2,1,,7,GREECE,,NORTH AEGEAN,39.7,23.3,50,,,,3,,,3,,,,,,,,,,,,3,,,,,,,,,,
12,-330,,,,1,1,,7,GREECE,,"E. SPORADES ISLANDS, AEGEAN ISLANDS",40,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3471,-226,,,,1,0,,,GREECE,,SOUTH EVIOKOS GULF,38.6,23.3,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3472,-223,10,,,1,1,,,GREECE,,MALIAKOS GULF,38.809,22.784,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3473,-198,,,,1,6,,,GREECE,,THERA ISLAND (SANTORINI),36.404,25.396,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,46,,,,4,6,,6.2,GREECE,,THERA ISLAND (SANTORINI),36.404,25.396,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
23,62,,,,2,1,,6.9,GREECE,,CRETE,35.2,25.1,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
40,426,,,,-1,1,,,GREECE,,GULF OF EUBOEA,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,551,4,,,4,3,,7.1,GREECE,,ETOLIA,38.4,22.3,50,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
3477,552,5,,,3,1,,7.2,GREECE,,MALIAKOS GULF,38.4,22.4,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3785,555,8,15,0555-08-15 00:00:00,2,1,,,GREECE,,THRACE,41,29.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3765,558,,,,4,1,,7,GREECE,,DODECANESE ISLANDS,37.1,27.7,50,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
3428,800,,,,1,1,,,GREECE,,IONIAN SEA,36.2,23.2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
